date,distance_km,chlorophyll_mg_m3,lat,lon
2025-02,121.58482809423582,1.4694403,30.685427135678392,-114.0464824120603
2025-02,123.3242327089548,1.544058,30.672361809045228,-114.03643216080403
2025-02,125.06370666026108,1.4442881,30.65929648241206,-114.02638190954774
2025-02,126.80324992792347,1.4442881,30.646231155778896,-114.01633165829146
2025-02,128.5428624917037,1.4442881,30.633165829145728,-114.00628140703517
2025-02,130.28254433134327,1.4893175,30.620100502512564,-113.9962311557789
2025-02,132.02229542657915,1.4893175,30.607035175879396,-113.98618090452261
2025-02,133.76211575713546,1.4893175,30.593969849246232,-113.97613065326634
2025-02,135.50200530272082,1.5794755,30.580904522613068,-113.96608040201005
2025-02,137.24196404303459,1.4515796,30.5678391959799,-113.95603015075378
2025-02,138.98199195776408,1.4515796,30.554773869346736,-113.94597989949749
2025-02,140.72208902658707,1.4515796,30.541708542713568,-113.9359296482412
2025-02,142.46225522916328,1.4713532,30.528643216080404,-113.92587939698493
2025-02,144.2024905451467,1.235471,30.515577889447236,-113.91582914572864
2025-02,145.94279495417615,1.235471,30.502512562814072,-113.90577889447236
2025-02,147.6831684358823,1.2355746,30.489447236180904,-113.89572864321607
2025-02,149.42361096987804,1.2355746,30.47638190954774,-113.8856783919598
2025-02,151.1641225357689,1.2355746,30.463316582914572,-113.87562814070351
2025-02,152.90470311314834,1.1851358,30.45025125628141,-113.86557788944724
2025-02,154.645352681596,1.1851358,30.43718592964824,-113.85552763819095
2025-02,156.3860712206819,1.1851358,30.424120603015076,-113.84547738693468
2025-02,158.12685870996555,1.5377985,30.41105527638191,-113.83542713567839
2025-02,159.86771512898864,1.3573023,30.397989949748744,-113.82537688442211
2025-02,161.60864045728655,1.3573023,30.38492462311558,-113.81532663316582
2025-02,163.34963467438223,1.7890055,30.371859296482413,-113.80527638190955
2025-02,165.09069775978483,1.7890055,30.35879396984925,-113.79522613065326
2025-02,166.8318296929925,1.4766427,30.34572864321608,-113.78517587939699
2025-02,168.5730304534942,1.6621001,30.332663316582916,-113.7751256281407
2025-02,170.31430002076257,1.6621001,30.31959798994975,-113.76507537688443
2025-02,172.05563837426178,1.6621001,30.306532663316585,-113.75502512562814
2025-02,173.79704549344393,1.354399,30.293467336683417,-113.74497487437186
2025-02,175.53852135774872,1.5633588,30.280402010050253,-113.73492462311557
2025-02,177.28006594660312,1.5633588,30.267336683417085,-113.7248743718593
2025-02,179.02167923942451,1.5633588,30.25427135678392,-113.71482412060301
2025-02,180.7633612156168,1.2408235,30.241206030150753,-113.70477386934674
2025-02,182.505111854573,1.2408235,30.22814070351759,-113.69472361809045
2025-02,184.24693113567568,1.2408235,30.21507537688442,-113.68467336683418
2025-02,185.98881903829272,1.1588458,30.202010050251257,-113.67462311557789
2025-02,187.73077554178195,0.9611194,30.188944723618093,-113.66457286432161
2025-02,189.47280062549203,0.9611194,30.175879396984925,-113.65452261306532
2025-02,191.21489426875394,0.9695622,30.16281407035176,-113.64447236180905
2025-02,192.95705645089186,0.9695622,30.149748743718593,-113.63442211055276
2025-02,194.69928715121694,0.9260784,30.13668341708543,-113.62437185929649
2025-02,196.44158634903104,1.0142674,30.12361809045226,-113.6143216080402
2025-02,198.1839540236173,1.0142674,30.110552763819097,-113.60427135678393
2025-02,199.92639015425496,1.0142674,30.09748743718593,-113.59422110552764
2025-02,201.668894720208,1.0142674,30.084422110552765,-113.58417085427136
